Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 3575.0

painting_1 | status=sold | winner=Math-T4 | winning_bid=1900
  turn 1: Mimic-Pro RAISE to 100 (before=0, leader_after=bidder_1)
  turn 20: Mimic-GPT-5.4 RAISE to 1350 (before=1250, leader_after=bidder_5)
  turn 21: Mimic-Pro RAISE to 1450 (before=1350, leader_after=bidder_1)
  turn 22: Math-T4 PASS (before=1450, leader_after=bidder_1)
  turn 23: Mimic-Llama PASS (before=1450, leader_after=bidder_1)
  turn 24: Mimic-Grok RAISE to 1550 (before=1450, leader_after=bidder_4)
  turn 25: Mimic-GPT-5.4 RAISE to 1650 (before=1550, leader_after=bidder_5)
  turn 26: Mimic-Pro RAISE to 1750 (before=1650, leader_after=bidder_1)
  turn 27: Mimic-Grok RAISE to 1850 (before=1750, leader_after=bidder_4)
  turn 28: Mimic-GPT-5.4 RAISE to 1950 (before=1850, leader_after=bidder_5)
  turn 29: Mimic-Pro RAISE to 2050 (before=1950, leader_after=bidder_1)
  turn 30: Mimic-Grok RAISE to 2150 (before=2050, leader_after=bidder_4)
  turn 31: Mimic-GPT-5.4 RAISE to 2250 (before=2150, leader_after=bidder_5)
  turn 32: Mimic-Pro RAISE to 2350 (before=2250, leader_after=bidder_1)
  turn 33: Mimic-Grok RAISE to 2450 (before=2350, leader_after=bidder_4)
  turn 34: Mimic-GPT-5.4 RAISE to 2550 (before=2450, leader_after=bidder_5)
  turn 35: Mimic-Pro RAISE to 2650 (before=2550, leader_after=bidder_1)
  turn 36: Mimic-Grok RAISE to 2750 (before=2650, leader_after=bidder_4)
  turn 37: Mimic-GPT-5.4 RAISE to 2850 (before=2750, leader_after=bidder_5)
  turn 38: Mimic-Pro RAISE to 3050 (before=2850, leader_after=bidder_1)
  turn 39: Mimic-Grok RAISE to 3300 (before=3050, leader_after=bidder_4)
  turn 40: Mimic-GPT-5.4 RAISE to 3550 (before=3300, leader_after=bidder_5)
  turn 41: Mimic-Pro RAISE to 4050 (before=3550, leader_after=bidder_1)
  turn 42: Mimic-Grok RAISE to 4300 (before=4050, leader_after=bidder_4)
  turn 43: Mimic-GPT-5.4 RAISE to 4550 (before=4300, leader_after=bidder_5)
  turn 44: Mimic-Pro PASS (before=4550, leader_after=bidder_5)
  turn 45: Mimic-Grok RAISE to 4800 (before=4550, leader_after=bidder_4)
  turn 46: Mimic-GPT-5.4 RAISE to 5300 (before=4800, leader_after=bidder_5)
  turn 47: Mimic-Grok RAISE to 5800 (before=5300, leader_after=bidder_4)
  turn 48: Mimic-GPT-5.4 PASS (before=5800, leader_after=bidder_4)

painting_11 | status=sold | winner=Mimic-GPT-5.4 | winning_bid=4800
  turn 1: Mimic-Pro RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Math-T4 RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: Mimic-Llama RAISE to 250 (before=150, leader_after=bidder_3)
  turn 4: Mimic-Grok PASS (before=250, leader_after=bidder_3)
  turn 5: Mimic-GPT-5.4 RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Mimic-Pro RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Math-T4 RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: Mimic-Llama RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Mimic-GPT-5.4 RAISE to 500 (before=450, leader_after=bidder_5)
  turn 10: Mimic-Pro RAISE to 600 (before=500, leader_after=bidder_1)
  turn 11: Math-T4 RAISE to 650 (before=600, leader_after=bidder_2)
  turn 12: Mimic-Llama RAISE to 700 (before=650, leader_after=bidder_3)
  turn 13: Mimic-GPT-5.4 RAISE to 750 (before=700, leader_after=bidder_5)
  turn 14: Mimic-Pro RAISE to 850 (before=750, leader_after=bidder_1)
  turn 15: Math-T4 RAISE to 900 (before=850, leader_after=bidder_2)
  turn 16: Mimic-Llama RAISE to 950 (before=900, leader_after=bidder_3)
  turn 17: Mimic-GPT-5.4 RAISE to 1050 (before=950, leader_after=bidder_5)
  turn 18: Mimic-Pro RAISE to 1150 (before=1050, leader_after=bidder_1)
  turn 19: Math-T4 RAISE to 1250 (before=1150, leader_after=bidder_2)
  turn 20: Mimic-Llama PASS (before=1250, leader_after=bidder_2)
  turn 21: Mimic-GPT-5.4 RAISE to 1350 (before=1250, leader_after=bidder_5)
  turn 22: Mimic-Pro RAISE to 1550 (before=1350, leader_after=bidder_1)
  turn 23: Math-T4 PASS (before=1550, leader_after=bidder_1)
  turn 24: Mimic-GPT-5.4 RAISE to 1650 (before=1550, leader_after=bidder_5)
  turn 25: Mimic-Pro RAISE to 1750 (before=1650, leader_after=bidder_1)
  turn 26: Mimic-GPT-5.4 RAISE to 1850 (before=1750, leader_after=bidder_5)
  turn 27: Mimic-Pro RAISE to 2050 (before=1850, leader_after=bidder_1)
  turn 28: Mimic-GPT-5.4 RAISE to 2150 (before=2050, leader_after=bidder_5)
  turn 29: Mimic-Pro RAISE to 2250 (before=2150, leader_after=bidder_1)
  turn 30: Mimic-GPT-5.4 RAISE to 2350 (before=2250, leader_after=bidder_5)
  turn 31: Mimic-Pro RAISE to 2450 (before=2350, leader_after=bidder_1)
  turn 32: Mimic-GPT-5.4 RAISE to 2550 (before=2450, leader_after=bidder_5)
  turn 33: Mimic-Pro RAISE to 2750 (before=2550, leader_after=bidder_1)
  turn 34: Mimic-GPT-5.4 RAISE to 2850 (before=2750, leader_after=bidder_5)
  turn 35: Mimic-Pro RAISE to 2950 (before=2850, leader_after=bidder_1)
  turn 36: Mimic-GPT-5.4 RAISE to 3050 (before=2950, leader_after=bidder_5)
  turn 37: Mimic-Pro RAISE to 3300 (before=3050, leader_after=bidder_1)
  turn 38: Mimic-GPT-5.4 RAISE to 3800 (before=3300, leader_after=bidder_5)
  turn 39: Mimic-Pro RAISE to 4050 (before=3800, leader_after=bidder_1)
  turn 40: Mimic-GPT-5.4 RAISE to 4800 (before=4050, leader_after=bidder_5)
  turn 41: Mimic-Pro PASS (before=4800, leader_after=bidder_5)

painting_12 | status=sold | winner=Mimic-Pro | winning_bid=1300
  turn 1: Mimic-Pro RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Math-T4 RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: Mimic-Llama RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Mimic-Grok PASS (before=200, leader_after=bidder_3)
  turn 5: Mimic-GPT-5.4 RAISE to 300 (before=200, leader_after=bidder_5)
  turn 6: Mimic-Pro RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Math-T4 RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: Mimic-Llama RAISE to 500 (before=400, leader_after=bidder_3)
  turn 9: Mimic-GPT-5.4 RAISE to 550 (before=500, leader_after=bidder_5)
  turn 10: Mimic-Pro RAISE to 650 (before=550, leader_after=bidder_1)
  turn 11: Math-T4 RAISE to 700 (before=650, leader_after=bidder_2)
  turn 12: Mimic-Llama RAISE to 750 (before=700, leader_after=bidder_3)
  turn 13: Mimic-GPT-5.4 RAISE to 800 (before=750, leader_after=bidder_5)
  turn 14: Mimic-Pro RAISE to 850 (before=800, leader_after=bidder_1)
  turn 15: Math-T4 RAISE to 900 (before=850, leader_after=bidder_2)
  turn 16: Mimic-Llama RAISE to 950 (before=900, leader_after=bidder_3)
  turn 17: Mimic-GPT-5.4 RAISE to 1000 (before=950, leader_after=bidder_5)
  turn 18: Mimic-Pro RAISE to 1100 (before=1000, leader_after=bidder_1)
  turn 19: Math-T4 RAISE to 1200 (before=1100, leader_after=bidder_2)
  turn 20: Mimic-Llama PASS (before=1200, leader_after=bidder_2)
  turn 21: Mimic-GPT-5.4 PASS (before=1200, leader_after=bidder_2)
  turn 22: Mimic-Pro RAISE to 1300 (before=1200, leader_after=bidder_1)
  turn 23: Math-T4 PASS (before=1300, leader_after=bidder_1)
