Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 2512.5

painting_1 | status=sold | winner=Mimic-Pro | winning_bid=900
  turn 1: Mimic-Pro RAISE to 100 (before=0, leader_after=bidder_1)
  turn 41: Math-T2 RAISE to 4250 (before=4000, leader_after=bidder_2)
  turn 42: Mimic-Opus RAISE to 4500 (before=4250, leader_after=bidder_3)
  turn 43: Math-T2 RAISE to 4750 (before=4500, leader_after=bidder_2)
  turn 44: Mimic-Opus RAISE to 5000 (before=4750, leader_after=bidder_3)
  turn 45: Math-T2 RAISE to 5250 (before=5000, leader_after=bidder_2)
  turn 46: Mimic-Opus RAISE to 5500 (before=5250, leader_after=bidder_3)
  turn 47: Math-T2 RAISE to 5750 (before=5500, leader_after=bidder_2)
  turn 48: Mimic-Opus RAISE to 6000 (before=5750, leader_after=bidder_3)
  turn 49: Math-T2 RAISE to 6250 (before=6000, leader_after=bidder_2)
  turn 50: Mimic-Opus RAISE to 6500 (before=6250, leader_after=bidder_3)
  turn 51: Math-T2 RAISE to 6750 (before=6500, leader_after=bidder_2)
  turn 52: Mimic-Opus RAISE to 7000 (before=6750, leader_after=bidder_3)
  turn 53: Math-T2 RAISE to 7250 (before=7000, leader_after=bidder_2)
  turn 54: Mimic-Opus RAISE to 7500 (before=7250, leader_after=bidder_3)
  turn 55: Math-T2 PASS (before=7500, leader_after=bidder_3)
