Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 2258.333

painting_1 | status=sold | winner=Mimic-Llama | winning_bid=950
  turn 1: Mimic-GPT-5.4 RAISE to 100 (before=0, leader_after=bidder_1)
  turn 24: Mimic-Grok RAISE to 2000 (before=1900, leader_after=bidder_4)
  turn 25: Math-T3 RAISE to 2100 (before=2000, leader_after=bidder_5)
  turn 26: Mimic-GPT-5.4 RAISE to 2200 (before=2100, leader_after=bidder_1)
  turn 27: Mimic-Llama PASS (before=2200, leader_after=bidder_1)
  turn 28: Mimic-Opus RAISE to 2300 (before=2200, leader_after=bidder_3)
  turn 29: Mimic-Grok PASS (before=2300, leader_after=bidder_3)
  turn 30: Math-T3 RAISE to 2400 (before=2300, leader_after=bidder_5)
  turn 31: Mimic-GPT-5.4 RAISE to 2500 (before=2400, leader_after=bidder_1)
  turn 32: Mimic-Opus RAISE to 2700 (before=2500, leader_after=bidder_3)
  turn 33: Math-T3 RAISE to 2800 (before=2700, leader_after=bidder_5)
  turn 34: Mimic-GPT-5.4 RAISE to 2900 (before=2800, leader_after=bidder_1)
  turn 35: Mimic-Opus RAISE to 3000 (before=2900, leader_after=bidder_3)
  turn 36: Math-T3 RAISE to 3250 (before=3000, leader_after=bidder_5)
  turn 37: Mimic-GPT-5.4 RAISE to 3750 (before=3250, leader_after=bidder_1)
  turn 38: Mimic-Opus RAISE to 4000 (before=3750, leader_after=bidder_3)
  turn 39: Math-T3 PASS (before=4000, leader_after=bidder_3)
  turn 40: Mimic-GPT-5.4 PASS (before=4000, leader_after=bidder_3)
