Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 2620.833

painting_1 | status=sold | winner=Math-T5 | winning_bid=1000
  turn 1: Mimic-Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 10: Mimic-Opus RAISE to 650 (before=550, leader_after=bidder_5)
  turn 11: Mimic-Grok RAISE to 700 (before=650, leader_after=bidder_1)
  turn 12: Math-T5 PASS (before=700, leader_after=bidder_1)
  turn 13: Mimic-Pro RAISE to 750 (before=700, leader_after=bidder_3)
  turn 14: Mimic-GPT-5.4 RAISE to 800 (before=750, leader_after=bidder_4)
  turn 15: Mimic-Opus RAISE to 850 (before=800, leader_after=bidder_5)
  turn 16: Mimic-Grok RAISE to 950 (before=850, leader_after=bidder_1)
  turn 17: Mimic-Pro RAISE to 1000 (before=950, leader_after=bidder_3)
  turn 18: Mimic-GPT-5.4 RAISE to 1100 (before=1000, leader_after=bidder_4)
  turn 19: Mimic-Opus RAISE to 1200 (before=1100, leader_after=bidder_5)
  turn 20: Mimic-Grok RAISE to 1400 (before=1200, leader_after=bidder_1)
  turn 21: Mimic-Pro RAISE to 1500 (before=1400, leader_after=bidder_3)
  turn 22: Mimic-GPT-5.4 RAISE to 1600 (before=1500, leader_after=bidder_4)
  turn 23: Mimic-Opus RAISE to 1700 (before=1600, leader_after=bidder_5)
  turn 24: Mimic-Grok RAISE to 1800 (before=1700, leader_after=bidder_1)
  turn 25: Mimic-Pro RAISE to 1900 (before=1800, leader_after=bidder_3)
  turn 26: Mimic-GPT-5.4 RAISE to 2000 (before=1900, leader_after=bidder_4)
  turn 27: Mimic-Opus RAISE to 2200 (before=2000, leader_after=bidder_5)
  turn 28: Mimic-Grok RAISE to 2300 (before=2200, leader_after=bidder_1)
  turn 29: Mimic-Pro PASS (before=2300, leader_after=bidder_1)
  turn 30: Mimic-GPT-5.4 RAISE to 2400 (before=2300, leader_after=bidder_4)
  turn 31: Mimic-Opus RAISE to 2600 (before=2400, leader_after=bidder_5)
  turn 32: Mimic-Grok RAISE to 2700 (before=2600, leader_after=bidder_1)
  turn 33: Mimic-GPT-5.4 RAISE to 2800 (before=2700, leader_after=bidder_4)
  turn 34: Mimic-Opus RAISE to 3000 (before=2800, leader_after=bidder_5)
  turn 35: Mimic-Grok RAISE to 3250 (before=3000, leader_after=bidder_1)
  turn 36: Mimic-GPT-5.4 RAISE to 3500 (before=3250, leader_after=bidder_4)
  turn 37: Mimic-Opus RAISE to 4000 (before=3500, leader_after=bidder_5)
  turn 38: Mimic-Grok RAISE to 4250 (before=4000, leader_after=bidder_1)
  turn 39: Mimic-GPT-5.4 RAISE to 4500 (before=4250, leader_after=bidder_4)
  turn 40: Mimic-Opus RAISE to 4750 (before=4500, leader_after=bidder_5)
  turn 41: Mimic-Grok RAISE to 5000 (before=4750, leader_after=bidder_1)
  turn 42: Mimic-GPT-5.4 PASS (before=5000, leader_after=bidder_1)
  turn 43: Mimic-Opus RAISE to 5750 (before=5000, leader_after=bidder_5)
  turn 44: Mimic-Grok PASS (before=5750, leader_after=bidder_5)
