Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 2729.167

painting_1 | status=sold | winner=Math-T4 | winning_bid=1200
  turn 1: Mimic-Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 39: Mimic-Pro RAISE to 3550 (before=3300, leader_after=bidder_3)
  turn 40: Mimic-GPT-5.4 PASS (before=3550, leader_after=bidder_3)

painting_12 | status=sold | winner=Mimic-Grok | winning_bid=5950
  turn 1: Mimic-Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Mimic-Opus RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: Mimic-Pro RAISE to 250 (before=150, leader_after=bidder_3)
  turn 4: Math-T4 RAISE to 300 (before=250, leader_after=bidder_4)
  turn 5: Mimic-GPT-5.4 RAISE to 350 (before=300, leader_after=bidder_5)
  turn 6: Mimic-Grok RAISE to 450 (before=350, leader_after=bidder_1)
  turn 7: Mimic-Opus RAISE to 500 (before=450, leader_after=bidder_2)
  turn 8: Mimic-Pro RAISE to 550 (before=500, leader_after=bidder_3)
  turn 9: Math-T4 PASS (before=550, leader_after=bidder_3)
  turn 10: Mimic-GPT-5.4 RAISE to 600 (before=550, leader_after=bidder_5)
  turn 11: Mimic-Grok RAISE to 700 (before=600, leader_after=bidder_1)
  turn 12: Mimic-Opus RAISE to 850 (before=700, leader_after=bidder_2)
  turn 13: Mimic-Pro RAISE to 900 (before=850, leader_after=bidder_3)
  turn 14: Mimic-GPT-5.4 RAISE to 950 (before=900, leader_after=bidder_5)
  turn 15: Mimic-Grok RAISE to 1050 (before=950, leader_after=bidder_1)
  turn 16: Mimic-Opus RAISE to 1150 (before=1050, leader_after=bidder_2)
  turn 17: Mimic-Pro RAISE to 1250 (before=1150, leader_after=bidder_3)
  turn 18: Mimic-GPT-5.4 RAISE to 1350 (before=1250, leader_after=bidder_5)
  turn 19: Mimic-Grok RAISE to 1450 (before=1350, leader_after=bidder_1)
  turn 20: Mimic-Opus RAISE to 1550 (before=1450, leader_after=bidder_2)
  turn 21: Mimic-Pro RAISE to 1650 (before=1550, leader_after=bidder_3)
  turn 22: Mimic-GPT-5.4 RAISE to 1950 (before=1650, leader_after=bidder_5)
  turn 23: Mimic-Grok RAISE to 2050 (before=1950, leader_after=bidder_1)
  turn 24: Mimic-Opus RAISE to 2150 (before=2050, leader_after=bidder_2)
  turn 25: Mimic-Pro RAISE to 2350 (before=2150, leader_after=bidder_3)
  turn 26: Mimic-GPT-5.4 RAISE to 2450 (before=2350, leader_after=bidder_5)
  turn 27: Mimic-Grok RAISE to 2650 (before=2450, leader_after=bidder_1)
  turn 28: Mimic-Opus RAISE to 2750 (before=2650, leader_after=bidder_2)
  turn 29: Mimic-Pro RAISE to 2850 (before=2750, leader_after=bidder_3)
  turn 30: Mimic-GPT-5.4 RAISE to 2950 (before=2850, leader_after=bidder_5)
  turn 31: Mimic-Grok RAISE to 3150 (before=2950, leader_after=bidder_1)
  turn 32: Mimic-Opus RAISE to 3400 (before=3150, leader_after=bidder_2)
  turn 33: Mimic-Pro RAISE to 3650 (before=3400, leader_after=bidder_3)
  turn 34: Mimic-GPT-5.4 PASS (before=3650, leader_after=bidder_3)
  turn 35: Mimic-Grok RAISE to 3900 (before=3650, leader_after=bidder_1)
  turn 36: Mimic-Opus RAISE to 4150 (before=3900, leader_after=bidder_2)
  turn 37: Mimic-Pro RAISE to 4400 (before=4150, leader_after=bidder_3)
  turn 38: Mimic-Grok RAISE to 4650 (before=4400, leader_after=bidder_1)
  turn 39: Mimic-Opus RAISE to 4900 (before=4650, leader_after=bidder_2)
  turn 40: Mimic-Pro PASS (before=4900, leader_after=bidder_2)
  turn 41: Mimic-Grok RAISE to 5400 (before=4900, leader_after=bidder_1)
  turn 42: Mimic-Opus RAISE to 5700 (before=5400, leader_after=bidder_2)
  turn 43: Mimic-Grok RAISE to 5950 (before=5700, leader_after=bidder_1)
  turn 44: Mimic-Opus PASS (before=5950, leader_after=bidder_1)
