Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 2675.0

painting_1 | status=sold | winner=Mimic-Pro | winning_bid=1300
  turn 1: Mimic-GPT-5.4 RAISE to 150 (before=0, leader_after=bidder_1)
  turn 11: Mimic-Llama RAISE to 700 (before=650, leader_after=bidder_2)
  turn 12: Math-T3 RAISE to 750 (before=700, leader_after=bidder_3)
  turn 13: Mimic-Pro RAISE to 800 (before=750, leader_after=bidder_5)
  turn 14: Mimic-GPT-5.4 RAISE to 850 (before=800, leader_after=bidder_1)
  turn 15: Mimic-Llama RAISE to 900 (before=850, leader_after=bidder_2)
  turn 16: Math-T3 RAISE to 950 (before=900, leader_after=bidder_3)
  turn 17: Mimic-Pro RAISE to 1000 (before=950, leader_after=bidder_5)
  turn 18: Mimic-GPT-5.4 RAISE to 1100 (before=1000, leader_after=bidder_1)
  turn 19: Mimic-Llama RAISE to 1200 (before=1100, leader_after=bidder_2)
  turn 20: Math-T3 RAISE to 1300 (before=1200, leader_after=bidder_3)
  turn 21: Mimic-Pro RAISE to 1400 (before=1300, leader_after=bidder_5)
  turn 22: Mimic-GPT-5.4 RAISE to 1600 (before=1400, leader_after=bidder_1)
  turn 23: Mimic-Llama RAISE to 1800 (before=1600, leader_after=bidder_2)
  turn 24: Math-T3 RAISE to 1900 (before=1800, leader_after=bidder_3)
  turn 25: Mimic-Pro RAISE to 2100 (before=1900, leader_after=bidder_5)
  turn 26: Mimic-GPT-5.4 RAISE to 2200 (before=2100, leader_after=bidder_1)
  turn 27: Mimic-Llama RAISE to 2300 (before=2200, leader_after=bidder_2)
  turn 28: Math-T3 RAISE to 2400 (before=2300, leader_after=bidder_3)
  turn 29: Mimic-Pro PASS (before=2400, leader_after=bidder_3)
  turn 30: Mimic-GPT-5.4 RAISE to 2500 (before=2400, leader_after=bidder_1)
  turn 31: Mimic-Llama RAISE to 2700 (before=2500, leader_after=bidder_2)
  turn 32: Math-T3 RAISE to 2800 (before=2700, leader_after=bidder_3)
  turn 33: Mimic-GPT-5.4 RAISE to 2900 (before=2800, leader_after=bidder_1)
  turn 34: Mimic-Llama RAISE to 3100 (before=2900, leader_after=bidder_2)
  turn 35: Math-T3 RAISE to 3350 (before=3100, leader_after=bidder_3)
  turn 36: Mimic-GPT-5.4 RAISE to 3600 (before=3350, leader_after=bidder_1)
  turn 37: Mimic-Llama RAISE to 3850 (before=3600, leader_after=bidder_2)
  turn 38: Math-T3 RAISE to 4100 (before=3850, leader_after=bidder_3)
  turn 39: Mimic-GPT-5.4 RAISE to 4350 (before=4100, leader_after=bidder_1)
  turn 40: Mimic-Llama RAISE to 4600 (before=4350, leader_after=bidder_2)
  turn 41: Math-T3 RAISE to 4850 (before=4600, leader_after=bidder_3)
  turn 42: Mimic-GPT-5.4 PASS (before=4850, leader_after=bidder_3)
  turn 43: Mimic-Llama PASS (before=4850, leader_after=bidder_3)
