Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 2733.333

painting_1 | status=sold | winner=Math-T4 | winning_bid=1250
  turn 1: Mimic-Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 5: Mimic-GPT-5.4 RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Mimic-Grok RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Math-T4 RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: Mimic-Pro RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Mimic-Opus RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Mimic-GPT-5.4 RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Mimic-Grok RAISE to 650 (before=550, leader_after=bidder_1)
  turn 12: Math-T4 RAISE to 700 (before=650, leader_after=bidder_2)
  turn 13: Mimic-Pro RAISE to 750 (before=700, leader_after=bidder_3)
  turn 14: Mimic-Opus RAISE to 800 (before=750, leader_after=bidder_4)
  turn 15: Mimic-GPT-5.4 RAISE to 900 (before=800, leader_after=bidder_5)
  turn 16: Mimic-Grok RAISE to 950 (before=900, leader_after=bidder_1)
  turn 17: Math-T4 RAISE to 1000 (before=950, leader_after=bidder_2)
  turn 18: Mimic-Pro RAISE to 1100 (before=1000, leader_after=bidder_3)
  turn 19: Mimic-Opus RAISE to 1200 (before=1100, leader_after=bidder_4)
  turn 20: Mimic-GPT-5.4 RAISE to 1300 (before=1200, leader_after=bidder_5)
  turn 21: Mimic-Grok RAISE to 1400 (before=1300, leader_after=bidder_1)
  turn 22: Math-T4 RAISE to 1500 (before=1400, leader_after=bidder_2)
  turn 23: Mimic-Pro RAISE to 1600 (before=1500, leader_after=bidder_3)
  turn 24: Mimic-Opus RAISE to 1700 (before=1600, leader_after=bidder_4)
  turn 25: Mimic-GPT-5.4 RAISE to 1800 (before=1700, leader_after=bidder_5)
  turn 26: Mimic-Grok RAISE to 1900 (before=1800, leader_after=bidder_1)
  turn 27: Math-T4 PASS (before=1900, leader_after=bidder_1)
  turn 28: Mimic-Pro PASS (before=1900, leader_after=bidder_1)
  turn 29: Mimic-Opus RAISE to 2100 (before=1900, leader_after=bidder_4)
  turn 30: Mimic-GPT-5.4 RAISE to 2300 (before=2100, leader_after=bidder_5)
  turn 31: Mimic-Grok RAISE to 2500 (before=2300, leader_after=bidder_1)
  turn 32: Mimic-Opus RAISE to 2600 (before=2500, leader_after=bidder_4)
  turn 33: Mimic-GPT-5.4 RAISE to 2800 (before=2600, leader_after=bidder_5)
  turn 34: Mimic-Grok RAISE to 2900 (before=2800, leader_after=bidder_1)
  turn 35: Mimic-Opus RAISE to 3000 (before=2900, leader_after=bidder_4)
  turn 36: Mimic-GPT-5.4 RAISE to 3250 (before=3000, leader_after=bidder_5)
  turn 37: Mimic-Grok RAISE to 3500 (before=3250, leader_after=bidder_1)
  turn 38: Mimic-Opus RAISE to 3750 (before=3500, leader_after=bidder_4)
  turn 39: Mimic-GPT-5.4 RAISE to 4000 (before=3750, leader_after=bidder_5)
  turn 40: Mimic-Grok RAISE to 4250 (before=4000, leader_after=bidder_1)
  turn 41: Mimic-Opus RAISE to 4500 (before=4250, leader_after=bidder_4)
  turn 42: Mimic-GPT-5.4 RAISE to 4750 (before=4500, leader_after=bidder_5)
  turn 43: Mimic-Grok RAISE to 5250 (before=4750, leader_after=bidder_1)
  turn 44: Mimic-Opus RAISE to 5500 (before=5250, leader_after=bidder_4)
  turn 45: Mimic-GPT-5.4 PASS (before=5500, leader_after=bidder_4)
  turn 46: Mimic-Grok RAISE to 5750 (before=5500, leader_after=bidder_1)
  turn 47: Mimic-Opus RAISE to 6000 (before=5750, leader_after=bidder_4)
  turn 48: Mimic-Grok RAISE to 6250 (before=6000, leader_after=bidder_1)
  turn 49: Mimic-Opus RAISE to 6500 (before=6250, leader_after=bidder_4)
  turn 50: Mimic-Grok RAISE to 6750 (before=6500, leader_after=bidder_1)
  turn 51: Mimic-Opus RAISE to 7250 (before=6750, leader_after=bidder_4)
  turn 52: Mimic-Grok RAISE to 7500 (before=7250, leader_after=bidder_1)
  turn 53: Mimic-Opus PASS (before=7500, leader_after=bidder_1)
