Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 2725.0

painting_1 | status=sold | winner=Mimic-GPT-5.4 | winning_bid=1300
  turn 1: Mimic-Pro RAISE to 100 (before=0, leader_after=bidder_1)
  turn 24: Mimic-GPT-5.4 RAISE to 2250 (before=2150, leader_after=bidder_5)
  turn 25: Mimic-Llama RAISE to 2350 (before=2250, leader_after=bidder_2)
  turn 26: Mimic-Opus RAISE to 2450 (before=2350, leader_after=bidder_3)
  turn 27: Mimic-GPT-5.4 RAISE to 2550 (before=2450, leader_after=bidder_5)
  turn 28: Mimic-Llama RAISE to 2650 (before=2550, leader_after=bidder_2)
  turn 29: Mimic-Opus RAISE to 2750 (before=2650, leader_after=bidder_3)
  turn 30: Mimic-GPT-5.4 RAISE to 2850 (before=2750, leader_after=bidder_5)
  turn 31: Mimic-Llama RAISE to 3050 (before=2850, leader_after=bidder_2)
  turn 32: Mimic-Opus RAISE to 3300 (before=3050, leader_after=bidder_3)
  turn 33: Mimic-GPT-5.4 RAISE to 3550 (before=3300, leader_after=bidder_5)
  turn 34: Mimic-Llama RAISE to 3800 (before=3550, leader_after=bidder_2)
  turn 35: Mimic-Opus RAISE to 4050 (before=3800, leader_after=bidder_3)
  turn 36: Mimic-GPT-5.4 RAISE to 4300 (before=4050, leader_after=bidder_5)
  turn 37: Mimic-Llama PASS (before=4300, leader_after=bidder_5)
  turn 38: Mimic-Opus RAISE to 4800 (before=4300, leader_after=bidder_3)
  turn 39: Mimic-GPT-5.4 RAISE to 5300 (before=4800, leader_after=bidder_5)
  turn 40: Mimic-Opus RAISE to 5800 (before=5300, leader_after=bidder_3)
  turn 41: Mimic-GPT-5.4 RAISE to 6050 (before=5800, leader_after=bidder_5)
  turn 42: Mimic-Opus RAISE to 6550 (before=6050, leader_after=bidder_3)
  turn 43: Mimic-GPT-5.4 PASS (before=6550, leader_after=bidder_3)
