Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 2754.167

painting_1 | status=sold | winner=Mimic-Pro | winning_bid=1200
  turn 1: Mimic-GPT-5.4 RAISE to 100 (before=0, leader_after=bidder_1)
  turn 12: Mimic-Opus RAISE to 900 (before=850, leader_after=bidder_3)
  turn 13: Mimic-Llama RAISE to 950 (before=900, leader_after=bidder_4)
  turn 14: Mimic-Pro RAISE to 1050 (before=950, leader_after=bidder_5)
  turn 15: Mimic-GPT-5.4 RAISE to 1150 (before=1050, leader_after=bidder_1)
  turn 16: Mimic-Opus RAISE to 1350 (before=1150, leader_after=bidder_3)
  turn 17: Mimic-Llama RAISE to 1450 (before=1350, leader_after=bidder_4)
  turn 18: Mimic-Pro RAISE to 1750 (before=1450, leader_after=bidder_5)
  turn 19: Mimic-GPT-5.4 RAISE to 1850 (before=1750, leader_after=bidder_1)
  turn 20: Mimic-Opus RAISE to 1950 (before=1850, leader_after=bidder_3)
  turn 21: Mimic-Llama RAISE to 2050 (before=1950, leader_after=bidder_4)
  turn 22: Mimic-Pro RAISE to 2150 (before=2050, leader_after=bidder_5)
  turn 23: Mimic-GPT-5.4 RAISE to 2250 (before=2150, leader_after=bidder_1)
  turn 24: Mimic-Opus RAISE to 2350 (before=2250, leader_after=bidder_3)
  turn 25: Mimic-Llama RAISE to 2450 (before=2350, leader_after=bidder_4)
  turn 26: Mimic-Pro RAISE to 2550 (before=2450, leader_after=bidder_5)
  turn 27: Mimic-GPT-5.4 RAISE to 2650 (before=2550, leader_after=bidder_1)
  turn 28: Mimic-Opus RAISE to 2850 (before=2650, leader_after=bidder_3)
  turn 29: Mimic-Llama PASS (before=2850, leader_after=bidder_3)
  turn 30: Mimic-Pro RAISE to 2950 (before=2850, leader_after=bidder_5)
  turn 31: Mimic-GPT-5.4 RAISE to 3050 (before=2950, leader_after=bidder_1)
  turn 32: Mimic-Opus RAISE to 3300 (before=3050, leader_after=bidder_3)
  turn 33: Mimic-Pro PASS (before=3300, leader_after=bidder_3)
  turn 34: Mimic-GPT-5.4 RAISE to 3800 (before=3300, leader_after=bidder_1)
  turn 35: Mimic-Opus RAISE to 4050 (before=3800, leader_after=bidder_3)
  turn 36: Mimic-GPT-5.4 RAISE to 4550 (before=4050, leader_after=bidder_1)
  turn 37: Mimic-Opus RAISE to 4800 (before=4550, leader_after=bidder_3)
  turn 38: Mimic-GPT-5.4 RAISE to 5050 (before=4800, leader_after=bidder_1)
  turn 39: Mimic-Opus RAISE to 5300 (before=5050, leader_after=bidder_3)
  turn 40: Mimic-GPT-5.4 RAISE to 5550 (before=5300, leader_after=bidder_1)
  turn 41: Mimic-Opus RAISE to 5800 (before=5550, leader_after=bidder_3)
  turn 42: Mimic-GPT-5.4 RAISE to 6050 (before=5800, leader_after=bidder_1)
  turn 43: Mimic-Opus RAISE to 6300 (before=6050, leader_after=bidder_3)
  turn 44: Mimic-GPT-5.4 PASS (before=6300, leader_after=bidder_3)
