Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 3579.167

painting_1 | status=sold | winner=Math-T1 | winning_bid=1100
  turn 1: Mimic-Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 1: Mimic-Grok RAISE to 150 (before=0, leader_after=bidder_1)
  turn 2: Mimic-Opus RAISE to 250 (before=150, leader_after=bidder_2)
  turn 3: Mimic-GPT-5.4 RAISE to 350 (before=250, leader_after=bidder_3)
  turn 4: Math-T1 RAISE to 400 (before=350, leader_after=bidder_4)
  turn 5: Mimic-Llama RAISE to 450 (before=400, leader_after=bidder_5)
  turn 6: Mimic-Grok RAISE to 500 (before=450, leader_after=bidder_1)
  turn 7: Mimic-Opus RAISE to 550 (before=500, leader_after=bidder_2)
  turn 8: Mimic-GPT-5.4 RAISE to 600 (before=550, leader_after=bidder_3)
  turn 9: Math-T1 RAISE to 650 (before=600, leader_after=bidder_4)
  turn 10: Mimic-Llama PASS (before=650, leader_after=bidder_4)
  turn 11: Mimic-Grok RAISE to 700 (before=650, leader_after=bidder_1)
  turn 12: Mimic-Opus RAISE to 750 (before=700, leader_after=bidder_2)
  turn 13: Mimic-GPT-5.4 RAISE to 800 (before=750, leader_after=bidder_3)
  turn 14: Math-T1 RAISE to 850 (before=800, leader_after=bidder_4)
  turn 15: Mimic-Grok RAISE to 950 (before=850, leader_after=bidder_1)
  turn 16: Mimic-Opus RAISE to 1000 (before=950, leader_after=bidder_2)
  turn 17: Mimic-GPT-5.4 RAISE to 1100 (before=1000, leader_after=bidder_3)
  turn 18: Math-T1 RAISE to 1200 (before=1100, leader_after=bidder_4)
  turn 19: Mimic-Grok RAISE to 1300 (before=1200, leader_after=bidder_1)
  turn 20: Mimic-Opus RAISE to 1400 (before=1300, leader_after=bidder_2)
  turn 21: Mimic-GPT-5.4 RAISE to 1500 (before=1400, leader_after=bidder_3)
  turn 22: Math-T1 RAISE to 1600 (before=1500, leader_after=bidder_4)
  turn 23: Mimic-Grok RAISE to 1700 (before=1600, leader_after=bidder_1)
  turn 24: Mimic-Opus RAISE to 1800 (before=1700, leader_after=bidder_2)
  turn 25: Mimic-GPT-5.4 RAISE to 1900 (before=1800, leader_after=bidder_3)
  turn 26: Math-T1 RAISE to 2000 (before=1900, leader_after=bidder_4)
  turn 27: Mimic-Grok RAISE to 2200 (before=2000, leader_after=bidder_1)
  turn 28: Mimic-Opus RAISE to 2300 (before=2200, leader_after=bidder_2)
  turn 29: Mimic-GPT-5.4 RAISE to 2400 (before=2300, leader_after=bidder_3)
  turn 30: Math-T1 RAISE to 2500 (before=2400, leader_after=bidder_4)
  turn 31: Mimic-Grok RAISE to 2600 (before=2500, leader_after=bidder_1)
  turn 32: Mimic-Opus RAISE to 2700 (before=2600, leader_after=bidder_2)
  turn 33: Mimic-GPT-5.4 PASS (before=2700, leader_after=bidder_2)
  turn 34: Math-T1 RAISE to 2800 (before=2700, leader_after=bidder_4)
  turn 35: Mimic-Grok RAISE to 2900 (before=2800, leader_after=bidder_1)
  turn 36: Mimic-Opus RAISE to 3100 (before=2900, leader_after=bidder_2)
  turn 37: Math-T1 PASS (before=3100, leader_after=bidder_2)
  turn 38: Mimic-Grok RAISE to 3350 (before=3100, leader_after=bidder_1)
  turn 39: Mimic-Opus RAISE to 3600 (before=3350, leader_after=bidder_2)
  turn 40: Mimic-Grok RAISE to 4100 (before=3600, leader_after=bidder_1)
  turn 41: Mimic-Opus RAISE to 4350 (before=4100, leader_after=bidder_2)
  turn 42: Mimic-Grok RAISE to 4850 (before=4350, leader_after=bidder_1)
  turn 43: Mimic-Opus RAISE to 5100 (before=4850, leader_after=bidder_2)
  turn 44: Mimic-Grok RAISE to 5350 (before=5100, leader_after=bidder_1)
  turn 45: Mimic-Opus RAISE to 5850 (before=5350, leader_after=bidder_2)
  turn 46: Mimic-Grok RAISE to 6100 (before=5850, leader_after=bidder_1)
  turn 47: Mimic-Opus RAISE to 6350 (before=6100, leader_after=bidder_2)
  turn 48: Mimic-Grok PASS (before=6350, leader_after=bidder_2)

painting_11 | status=sold | winner=Mimic-Grok | winning_bid=3200
  turn 1: Mimic-Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Mimic-Opus RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: Mimic-GPT-5.4 RAISE to 250 (before=150, leader_after=bidder_3)
  turn 4: Math-T1 RAISE to 300 (before=250, leader_after=bidder_4)
  turn 5: Mimic-Llama RAISE to 350 (before=300, leader_after=bidder_5)
  turn 6: Mimic-Grok RAISE to 400 (before=350, leader_after=bidder_1)
  turn 7: Mimic-Opus PASS (before=400, leader_after=bidder_1)
  turn 8: Mimic-GPT-5.4 RAISE to 500 (before=400, leader_after=bidder_3)
  turn 9: Math-T1 RAISE to 550 (before=500, leader_after=bidder_4)
  turn 10: Mimic-Llama PASS (before=550, leader_after=bidder_4)
  turn 11: Mimic-Grok RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Mimic-GPT-5.4 RAISE to 650 (before=600, leader_after=bidder_3)
  turn 13: Math-T1 RAISE to 700 (before=650, leader_after=bidder_4)
  turn 14: Mimic-Grok RAISE to 750 (before=700, leader_after=bidder_1)
  turn 15: Mimic-GPT-5.4 RAISE to 800 (before=750, leader_after=bidder_3)
  turn 16: Math-T1 RAISE to 850 (before=800, leader_after=bidder_4)
  turn 17: Mimic-Grok RAISE to 950 (before=850, leader_after=bidder_1)
  turn 18: Mimic-GPT-5.4 RAISE to 1000 (before=950, leader_after=bidder_3)
  turn 19: Math-T1 RAISE to 1100 (before=1000, leader_after=bidder_4)
  turn 20: Mimic-Grok RAISE to 1200 (before=1100, leader_after=bidder_1)
  turn 21: Mimic-GPT-5.4 RAISE to 1300 (before=1200, leader_after=bidder_3)
  turn 22: Math-T1 RAISE to 1400 (before=1300, leader_after=bidder_4)
  turn 23: Mimic-Grok RAISE to 1500 (before=1400, leader_after=bidder_1)
  turn 24: Mimic-GPT-5.4 RAISE to 1600 (before=1500, leader_after=bidder_3)
  turn 25: Math-T1 RAISE to 1700 (before=1600, leader_after=bidder_4)
  turn 26: Mimic-Grok RAISE to 1800 (before=1700, leader_after=bidder_1)
  turn 27: Mimic-GPT-5.4 RAISE to 1900 (before=1800, leader_after=bidder_3)
  turn 28: Math-T1 RAISE to 2000 (before=1900, leader_after=bidder_4)
  turn 29: Mimic-Grok RAISE to 2100 (before=2000, leader_after=bidder_1)
  turn 30: Mimic-GPT-5.4 RAISE to 2200 (before=2100, leader_after=bidder_3)
  turn 31: Math-T1 RAISE to 2300 (before=2200, leader_after=bidder_4)
  turn 32: Mimic-Grok RAISE to 2400 (before=2300, leader_after=bidder_1)
  turn 33: Mimic-GPT-5.4 RAISE to 2500 (before=2400, leader_after=bidder_3)
  turn 34: Math-T1 RAISE to 2600 (before=2500, leader_after=bidder_4)
  turn 35: Mimic-Grok RAISE to 2800 (before=2600, leader_after=bidder_1)
  turn 36: Mimic-GPT-5.4 PASS (before=2800, leader_after=bidder_1)
  turn 37: Math-T1 RAISE to 2900 (before=2800, leader_after=bidder_4)
  turn 38: Mimic-Grok RAISE to 3200 (before=2900, leader_after=bidder_1)
  turn 39: Math-T1 PASS (before=3200, leader_after=bidder_1)

painting_12 | status=sold | winner=Math-T1 | winning_bid=2700
  turn 1: Mimic-Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Mimic-Opus RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: Mimic-GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Math-T1 RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Mimic-Llama RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Mimic-Grok RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Mimic-Opus RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: Mimic-GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Math-T1 RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Mimic-Llama PASS (before=500, leader_after=bidder_4)
  turn 11: Mimic-Grok RAISE to 550 (before=500, leader_after=bidder_1)
  turn 12: Mimic-Opus PASS (before=550, leader_after=bidder_1)
  turn 13: Mimic-GPT-5.4 RAISE to 600 (before=550, leader_after=bidder_3)
  turn 14: Math-T1 RAISE to 650 (before=600, leader_after=bidder_4)
  turn 15: Mimic-Grok PASS (before=650, leader_after=bidder_4)
  turn 16: Mimic-GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 17: Math-T1 RAISE to 750 (before=700, leader_after=bidder_4)
  turn 18: Mimic-GPT-5.4 RAISE to 800 (before=750, leader_after=bidder_3)
  turn 19: Math-T1 RAISE to 850 (before=800, leader_after=bidder_4)
  turn 20: Mimic-GPT-5.4 RAISE to 900 (before=850, leader_after=bidder_3)
  turn 21: Math-T1 RAISE to 950 (before=900, leader_after=bidder_4)
  turn 22: Mimic-GPT-5.4 RAISE to 1000 (before=950, leader_after=bidder_3)
  turn 23: Math-T1 RAISE to 1100 (before=1000, leader_after=bidder_4)
  turn 24: Mimic-GPT-5.4 RAISE to 1200 (before=1100, leader_after=bidder_3)
  turn 25: Math-T1 RAISE to 1300 (before=1200, leader_after=bidder_4)
  turn 26: Mimic-GPT-5.4 RAISE to 1400 (before=1300, leader_after=bidder_3)
  turn 27: Math-T1 RAISE to 1500 (before=1400, leader_after=bidder_4)
  turn 28: Mimic-GPT-5.4 RAISE to 1600 (before=1500, leader_after=bidder_3)
  turn 29: Math-T1 RAISE to 1700 (before=1600, leader_after=bidder_4)
  turn 30: Mimic-GPT-5.4 RAISE to 1800 (before=1700, leader_after=bidder_3)
  turn 31: Math-T1 RAISE to 1900 (before=1800, leader_after=bidder_4)
  turn 32: Mimic-GPT-5.4 RAISE to 2000 (before=1900, leader_after=bidder_3)
  turn 33: Math-T1 RAISE to 2100 (before=2000, leader_after=bidder_4)
  turn 34: Mimic-GPT-5.4 RAISE to 2200 (before=2100, leader_after=bidder_3)
  turn 35: Math-T1 RAISE to 2300 (before=2200, leader_after=bidder_4)
  turn 36: Mimic-GPT-5.4 RAISE to 2400 (before=2300, leader_after=bidder_3)
  turn 37: Math-T1 RAISE to 2500 (before=2400, leader_after=bidder_4)
  turn 38: Mimic-GPT-5.4 RAISE to 2600 (before=2500, leader_after=bidder_3)
  turn 39: Math-T1 RAISE to 2700 (before=2600, leader_after=bidder_4)
  turn 40: Mimic-GPT-5.4 PASS (before=2700, leader_after=bidder_4)
