Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 2758.333

painting_1 | status=sold | winner=Math-T1 | winning_bid=1300
  turn 1: GPT-5.4 RAISE to 100 (before=0, leader_after=bidder_1)
  turn 3: Opus RAISE to 3650 (before=3400, leader_after=bidder_3)
  turn 4: Math-T1 PASS (before=3650, leader_after=bidder_3)
  turn 5: Llama RAISE to 3900 (before=3650, leader_after=bidder_5)
  turn 6: GPT-5.4 PASS (before=3900, leader_after=bidder_5)
  turn 7: Grok RAISE to 4150 (before=3900, leader_after=bidder_2)
  turn 8: Opus RAISE to 4400 (before=4150, leader_after=bidder_3)
  turn 9: Llama RAISE to 4650 (before=4400, leader_after=bidder_5)
  turn 10: Grok RAISE to 4900 (before=4650, leader_after=bidder_2)
  turn 11: Opus RAISE to 5150 (before=4900, leader_after=bidder_3)
  turn 12: Llama RAISE to 5400 (before=5150, leader_after=bidder_5)
  turn 13: Grok RAISE to 5650 (before=5400, leader_after=bidder_2)
  turn 14: Opus RAISE to 7300 (before=5650, leader_after=bidder_3)
  turn 15: Llama PASS (before=7300, leader_after=bidder_3)
  turn 16: Grok RAISE to 7550 (before=7300, leader_after=bidder_2)
  turn 17: Opus PASS (before=7550, leader_after=bidder_2)
