Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 3166.667

painting_1 | status=sold | winner=Math-T5 | winning_bid=1600
  turn 1: Mimic-Opus RAISE to 100 (before=0, leader_after=bidder_1)
  turn 36: Math-T5 RAISE to 3000 (before=2900, leader_after=bidder_4)
  turn 37: Mimic-Pro RAISE to 3500 (before=3000, leader_after=bidder_2)
  turn 38: Mimic-GPT-5.4 RAISE to 4000 (before=3500, leader_after=bidder_3)
  turn 39: Math-T5 PASS (before=4000, leader_after=bidder_3)
  turn 40: Mimic-Pro RAISE to 4250 (before=4000, leader_after=bidder_2)
  turn 41: Mimic-GPT-5.4 RAISE to 4500 (before=4250, leader_after=bidder_3)
  turn 42: Mimic-Pro RAISE to 4750 (before=4500, leader_after=bidder_2)
  turn 43: Mimic-GPT-5.4 PASS (before=4750, leader_after=bidder_2)

painting_11 | status=sold | winner=Mimic-GPT-5.4 | winning_bid=4500
  turn 1: Mimic-Opus RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Mimic-Pro RAISE to 200 (before=100, leader_after=bidder_2)
  turn 3: Mimic-GPT-5.4 RAISE to 250 (before=200, leader_after=bidder_3)
  turn 4: Math-T5 PASS (before=250, leader_after=bidder_3)
  turn 5: Mimic-Llama RAISE to 350 (before=250, leader_after=bidder_5)
  turn 6: Mimic-Opus RAISE to 400 (before=350, leader_after=bidder_1)
  turn 7: Mimic-Pro RAISE to 450 (before=400, leader_after=bidder_2)
  turn 8: Mimic-GPT-5.4 RAISE to 500 (before=450, leader_after=bidder_3)
  turn 9: Mimic-Llama RAISE to 550 (before=500, leader_after=bidder_5)
  turn 10: Mimic-Opus RAISE to 600 (before=550, leader_after=bidder_1)
  turn 11: Mimic-Pro RAISE to 650 (before=600, leader_after=bidder_2)
  turn 12: Mimic-GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 13: Mimic-Llama RAISE to 750 (before=700, leader_after=bidder_5)
  turn 14: Mimic-Opus RAISE to 800 (before=750, leader_after=bidder_1)
  turn 15: Mimic-Pro RAISE to 850 (before=800, leader_after=bidder_2)
  turn 16: Mimic-GPT-5.4 RAISE to 900 (before=850, leader_after=bidder_3)
  turn 17: Mimic-Llama RAISE to 950 (before=900, leader_after=bidder_5)
  turn 18: Mimic-Opus RAISE to 1000 (before=950, leader_after=bidder_1)
  turn 19: Mimic-Pro RAISE to 1100 (before=1000, leader_after=bidder_2)
  turn 20: Mimic-GPT-5.4 RAISE to 1200 (before=1100, leader_after=bidder_3)
  turn 21: Mimic-Llama PASS (before=1200, leader_after=bidder_3)
  turn 22: Mimic-Opus RAISE to 1300 (before=1200, leader_after=bidder_1)
  turn 23: Mimic-Pro RAISE to 1400 (before=1300, leader_after=bidder_2)
  turn 24: Mimic-GPT-5.4 RAISE to 1500 (before=1400, leader_after=bidder_3)
  turn 25: Mimic-Opus RAISE to 1700 (before=1500, leader_after=bidder_1)
  turn 26: Mimic-Pro RAISE to 1800 (before=1700, leader_after=bidder_2)
  turn 27: Mimic-GPT-5.4 RAISE to 1900 (before=1800, leader_after=bidder_3)
  turn 28: Mimic-Opus RAISE to 2000 (before=1900, leader_after=bidder_1)
  turn 29: Mimic-Pro RAISE to 2300 (before=2000, leader_after=bidder_2)
  turn 30: Mimic-GPT-5.4 RAISE to 2500 (before=2300, leader_after=bidder_3)
  turn 31: Mimic-Opus PASS (before=2500, leader_after=bidder_3)
  turn 32: Mimic-Pro RAISE to 2600 (before=2500, leader_after=bidder_2)
  turn 33: Mimic-GPT-5.4 RAISE to 2700 (before=2600, leader_after=bidder_3)
  turn 34: Mimic-Pro RAISE to 2900 (before=2700, leader_after=bidder_2)
  turn 35: Mimic-GPT-5.4 RAISE to 3000 (before=2900, leader_after=bidder_3)
  turn 36: Mimic-Pro RAISE to 3250 (before=3000, leader_after=bidder_2)
  turn 37: Mimic-GPT-5.4 RAISE to 3500 (before=3250, leader_after=bidder_3)
  turn 38: Mimic-Pro RAISE to 3750 (before=3500, leader_after=bidder_2)
  turn 39: Mimic-GPT-5.4 RAISE to 4000 (before=3750, leader_after=bidder_3)
  turn 40: Mimic-Pro RAISE to 4250 (before=4000, leader_after=bidder_2)
  turn 41: Mimic-GPT-5.4 RAISE to 4500 (before=4250, leader_after=bidder_3)
  turn 42: Mimic-Pro PASS (before=4500, leader_after=bidder_3)

painting_12 | status=sold | winner=Mimic-Opus | winning_bid=1000
  turn 1: Mimic-Opus RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Mimic-Pro RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: Mimic-GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Math-T5 PASS (before=200, leader_after=bidder_3)
  turn 5: Mimic-Llama RAISE to 250 (before=200, leader_after=bidder_5)
  turn 6: Mimic-Opus RAISE to 300 (before=250, leader_after=bidder_1)
  turn 7: Mimic-Pro RAISE to 350 (before=300, leader_after=bidder_2)
  turn 8: Mimic-GPT-5.4 RAISE to 400 (before=350, leader_after=bidder_3)
  turn 9: Mimic-Llama RAISE to 450 (before=400, leader_after=bidder_5)
  turn 10: Mimic-Opus RAISE to 500 (before=450, leader_after=bidder_1)
  turn 11: Mimic-Pro RAISE to 550 (before=500, leader_after=bidder_2)
  turn 12: Mimic-GPT-5.4 RAISE to 600 (before=550, leader_after=bidder_3)
  turn 13: Mimic-Llama RAISE to 650 (before=600, leader_after=bidder_5)
  turn 14: Mimic-Opus RAISE to 700 (before=650, leader_after=bidder_1)
  turn 15: Mimic-Pro RAISE to 750 (before=700, leader_after=bidder_2)
  turn 16: Mimic-GPT-5.4 PASS (before=750, leader_after=bidder_2)
  turn 17: Mimic-Llama RAISE to 800 (before=750, leader_after=bidder_5)
  turn 18: Mimic-Opus RAISE to 850 (before=800, leader_after=bidder_1)
  turn 19: Mimic-Pro RAISE to 900 (before=850, leader_after=bidder_2)
  turn 20: Mimic-Llama RAISE to 950 (before=900, leader_after=bidder_5)
  turn 21: Mimic-Opus RAISE to 1000 (before=950, leader_after=bidder_1)
  turn 22: Mimic-Pro PASS (before=1000, leader_after=bidder_1)
  turn 23: Mimic-Llama PASS (before=1000, leader_after=bidder_1)
