Pairings per batch: 25 (5 LLMs × incl self)
Folder 'Negotiation v4 Symmetric' = folder_101
Total episodes: 475 (19 batches × 25 pairings)
  [288/475] ok batch=12     ProvsGPT-5.4 seed=51290 attempts=1 24.5s save_slot_5726 
  [289/475] ok batch=12    OpusvsOpus    seed=51287 attempts=1 45.3s save_slot_5723 
  [290/475] ok batch=12    OpusvsGrok    seed=51286 attempts=1 51.3s save_slot_5722 
  [291/475] ok batch=12    OpusvsLlama   seed=51289 attempts=1 41.6s save_slot_5725 
  [292/475] ok batch=12     ProvsPro     seed=51293 attempts=1 14.6s save_slot_5729 
  [293/475] ok batch=12     ProvsGrok    seed=51291 attempts=1 32.6s save_slot_5727 
  [294/475] ok batch=12     ProvsOpus    seed=51292 attempts=1 36.7s save_slot_5728 
  [295/475] ok batch=12     ProvsLlama   seed=51294 attempts=1 26.1s save_slot_5730 
  [296/475] ok batch=12   LlamavsLlama   seed=51299 attempts=1 14.4s save_slot_5735 
  [297/475] ok batch=12   LlamavsPro     seed=51298 attempts=1 22.5s save_slot_5734 
  [298/475] ok batch=12   LlamavsGPT-5.4 seed=51295 attempts=1 30.3s save_slot_5731 
  [299/475] ok batch=12   LlamavsGrok    seed=51296 attempts=1 41.0s save_slot_5732 
  [300/475] ok batch=12   LlamavsOpus    seed=51297 attempts=1 41.1s save_slot_5733 
  [301/475] ok batch=13 GPT-5.4vsGPT-5.4 seed=51300 attempts=1 18.5s save_slot_5736 
  [302/475] ok batch=13 GPT-5.4vsPro     seed=51303 attempts=1 20.4s save_slot_5739 
  [303/475] ok batch=13 GPT-5.4vsOpus    seed=51302 attempts=1 32.7s save_slot_5738 
  [304/475] ok batch=13    GrokvsGPT-5.4 seed=51305 attempts=1 30.7s save_slot_5741 
  [305/475] ok batch=13 GPT-5.4vsLlama   seed=51304 attempts=1 34.8s save_slot_5740 
  [306/475] ok batch=13 GPT-5.4vsGrok    seed=51301 attempts=1 52.8s save_slot_5737 
  [307/475] ok batch=13    GrokvsOpus    seed=51307 attempts=1 44.6s save_slot_5743 
  [308/475] ok batch=13    GrokvsLlama   seed=51309 attempts=1 24.4s save_slot_5745 
  [309/475] ok batch=13    GrokvsPro     seed=51308 attempts=1 42.7s save_slot_5744 
  [310/475] ok batch=13    OpusvsGPT-5.4 seed=51310 attempts=1 28.6s save_slot_5746 
  [311/475] ok batch=13    GrokvsGrok    seed=51306 attempts=1 71.2s save_slot_5742 
  [312/475] ok batch=13    OpusvsGrok    seed=51311 attempts=1 38.5s save_slot_5747 
  [313/475] ok batch=13    OpusvsOpus    seed=51312 attempts=1 44.7s save_slot_5748 
  [314/475] ok batch=13    OpusvsPro     seed=51313 attempts=1 42.6s save_slot_5749 
  [315/475] ok batch=13     ProvsGPT-5.4 seed=51315 attempts=1 34.4s save_slot_5751 
  [316/475] ok batch=13     ProvsOpus    seed=51317 attempts=1 26.4s save_slot_5753 
  [317/475] ok batch=13    OpusvsLlama   seed=51314 attempts=1 46.6s save_slot_5750 
  [318/475] ok batch=13     ProvsGrok    seed=51316 attempts=1 42.7s save_slot_5752 
  [319/475] ok batch=13     ProvsLlama   seed=51319 attempts=1 20.4s save_slot_5755 
  [320/475] ok batch=13   LlamavsGPT-5.4 seed=51320 attempts=1 22.5s save_slot_5756 
  [321/475] ok batch=13     ProvsPro     seed=51318 attempts=1 30.5s save_slot_5754 
  [322/475] ok batch=14 GPT-5.4vsGPT-5.4 seed=51325 attempts=1 12.4s save_slot_5761 
  [323/475] ok batch=13   LlamavsGrok    seed=51321 attempts=1 36.6s save_slot_5757 
  [324/475] ok batch=13   LlamavsPro     seed=51323 attempts=1 26.5s save_slot_5759 
  [325/475] ok batch=13   LlamavsOpus    seed=51322 attempts=1 38.7s save_slot_5758 
  [326/475] ok batch=13   LlamavsLlama   seed=51324 attempts=1 28.6s save_slot_5760 
  [327/475] ok batch=14 GPT-5.4vsOpus    seed=51327 attempts=1 16.4s save_slot_5763 
  [328/475] ok batch=14 GPT-5.4vsGrok    seed=51326 attempts=1 30.6s save_slot_5762 
  [329/475] ok batch=14 GPT-5.4vsPro     seed=51328 attempts=1 24.5s save_slot_5764 
  [330/475] ok batch=14 GPT-5.4vsLlama   seed=51329 attempts=1 22.5s save_slot_5765 
  [331/475] ok batch=14    GrokvsPro     seed=51333 attempts=1 18.4s save_slot_5769 
  [332/475] ok batch=14    GrokvsGPT-5.4 seed=51330 attempts=1 34.6s save_slot_5766 
  [333/475] ok batch=14    OpusvsGPT-5.4 seed=51335 attempts=1 30.2s save_slot_5771 
  [334/475] ok batch=14    GrokvsLlama   seed=51334 attempts=1 37.0s save_slot_5770 
  [335/475] ok batch=14    GrokvsGrok    seed=51331 attempts=1 54.5s save_slot_5767 
  [336/475] ok batch=14    GrokvsOpus    seed=51332 attempts=1 52.2s save_slot_5768 
  [337/475] ok batch=14    OpusvsGrok    seed=51336 attempts=1 36.3s save_slot_5772 
  [338/475] ok batch=14    OpusvsPro     seed=51338 attempts=1 22.6s save_slot_5774 
  [339/475] ok batch=14     ProvsGPT-5.4 seed=51340 attempts=1 16.4s save_slot_5777 
  [340/475] ok batch=14    OpusvsOpus    seed=51337 attempts=1 39.0s save_slot_5773 
  [341/475] ok batch=14    OpusvsLlama   seed=51339 attempts=1 20.5s save_slot_5775 
  [342/475] ok batch=14     ProvsLlama   seed=51344 attempts=1 20.5s save_slot_5780 
  [343/475] ok batch=14   LlamavsGPT-5.4 seed=51345 attempts=1 18.5s save_slot_5781 
  [344/475] ok batch=14     ProvsGrok    seed=51341 attempts=1 42.8s save_slot_5776 
  [345/475] ok batch=14     ProvsPro     seed=51343 attempts=1 28.6s save_slot_5779 
  [346/475] ok batch=14     ProvsOpus    seed=51342 attempts=1 36.6s save_slot_5778 
  [347/475] ok batch=14   LlamavsGrok    seed=51346 attempts=1 36.8s save_slot_5782 
  [348/475] ok batch=14   LlamavsPro     seed=51348 attempts=1 24.6s save_slot_5784 
  [349/475] ok batch=14   LlamavsLlama   seed=51349 attempts=1 30.5s save_slot_5785 
  [350/475] ok batch=14   LlamavsOpus    seed=51347 attempts=1 42.6s save_slot_5783 
  [351/475] ok batch=15 GPT-5.4vsGPT-5.4 seed=51350 attempts=1 38.6s save_slot_5786 
  [352/475] ok batch=15 GPT-5.4vsGrok    seed=51351 attempts=1 36.6s save_slot_5787 
  [353/475] ok batch=15 GPT-5.4vsPro     seed=51353 attempts=1 24.4s save_slot_5789 
  [354/475] ok batch=15 GPT-5.4vsOpus    seed=51352 attempts=1 34.5s save_slot_5788 
  [355/475] ok batch=15    GrokvsGPT-5.4 seed=51355 attempts=1 12.4s save_slot_5791 
  [356/475] ok batch=15 GPT-5.4vsLlama   seed=51354 attempts=1 24.5s save_slot_5790 
  [357/475] ok batch=15    GrokvsOpus    seed=51357 attempts=1 40.6s save_slot_5793 
  [358/475] ok batch=15    GrokvsPro     seed=51358 attempts=1 40.6s save_slot_5794 
  [359/475] ok batch=15    GrokvsGrok    seed=51356 attempts=1 50.9s save_slot_5792 
  [360/475] ok batch=15    GrokvsLlama   seed=51359 attempts=1 44.7s save_slot_5795 
  [361/475] ok batch=15    OpusvsGPT-5.4 seed=51360 attempts=1 42.8s save_slot_5796 
  [362/475] ok batch=15    OpusvsGrok    seed=51361 attempts=1 38.7s save_slot_5797 
  [363/475] ok batch=15     ProvsGPT-5.4 seed=51365 attempts=1 12.3s save_slot_5801 
  [364/475] ok batch=15     ProvsPro     seed=51368 attempts=1 16.3s save_slot_5804 
  [365/475] ok batch=15    OpusvsLlama   seed=51364 attempts=1 30.6s save_slot_5800 
  [366/475] ok batch=15     ProvsOpus    seed=51367 attempts=1 32.5s save_slot_5803 
  [367/475] ok batch=15    OpusvsPro     seed=51363 attempts=1 42.9s save_slot_5799 
  [368/475] ok batch=15     ProvsGrok    seed=51366 attempts=1 34.8s save_slot_5802 
  [369/475] ok batch=15    OpusvsOpus    seed=51362 attempts=1 48.7s save_slot_5798 
  [370/475] ok batch=15   LlamavsGPT-5.4 seed=51370 attempts=1 20.5s save_slot_5806 
  [371/475] ok batch=15     ProvsLlama   seed=51369 attempts=1 24.6s save_slot_5805 
  [372/475] ok batch=15   LlamavsLlama   seed=51374 attempts=1 18.4s save_slot_5810 
  [373/475] ok batch=15   LlamavsPro     seed=51373 attempts=1 24.6s save_slot_5809 
  [374/475] ok batch=15   LlamavsOpus    seed=51372 attempts=1 30.5s save_slot_5808 
  [375/475] ok batch=16 GPT-5.4vsGPT-5.4 seed=51375 attempts=1 16.4s save_slot_5811 
  [376/475] ok batch=15   LlamavsGrok    seed=51371 attempts=1 34.5s save_slot_5807 
  [377/475] ok batch=16 GPT-5.4vsPro     seed=51378 attempts=1 12.3s save_slot_5814 
  [378/475] ok batch=16 GPT-5.4vsLlama   seed=51379 attempts=1 8.2s save_slot_5815 
  [379/475] ok batch=16    GrokvsGPT-5.4 seed=51380 attempts=1 12.3s save_slot_5816 
  [380/475] ok batch=16 GPT-5.4vsGrok    seed=51376 attempts=1 28.6s save_slot_5812 
  [381/475] ok batch=16    GrokvsPro     seed=51383 attempts=1 12.4s save_slot_5819 
  [382/475] ok batch=16 GPT-5.4vsOpus    seed=51377 attempts=1 46.8s save_slot_5813 
  [383/475] ok batch=16    OpusvsGPT-5.4 seed=51385 attempts=1 30.6s save_slot_5821 
  [384/475] ok batch=16    GrokvsOpus    seed=51382 attempts=1 40.7s save_slot_5818 
  [385/475] ok batch=16    GrokvsLlama   seed=51384 attempts=1 40.7s save_slot_5820 
  [386/475] ok batch=16     ProvsGPT-5.4 seed=51390 attempts=1 20.5s save_slot_5826 
  [387/475] ok batch=16    OpusvsLlama   seed=51389 attempts=1 28.6s save_slot_5825 
  [388/475] ok batch=16    OpusvsOpus    seed=51387 attempts=1 42.7s save_slot_5823 
  [389/475] ok batch=16    OpusvsPro     seed=51388 attempts=1 36.5s save_slot_5824 
  [390/475] ok batch=16     ProvsGrok    seed=51391 attempts=1 10.3s save_slot_5827 
  [391/475] ok batch=16    GrokvsGrok    seed=51381 attempts=1 93.0s save_slot_5817 
  [392/475] ok batch=16   LlamavsGrok    seed=51396 attempts=1 10.4s save_slot_5832 
  [393/475] ok batch=16     ProvsPro     seed=51393 attempts=1 26.5s save_slot_5829 
  [394/475] ok batch=16     ProvsLlama   seed=51394 attempts=1 24.4s save_slot_5830 
  [395/475] ok batch=16   LlamavsGPT-5.4 seed=51395 attempts=1 24.4s save_slot_5831 
  [396/475] ok batch=16     ProvsOpus    seed=51392 attempts=1 34.6s save_slot_5828 
  [397/475] ok batch=16    OpusvsGrok    seed=51386 attempts=1 95.3s save_slot_5822 
  [398/475] ok batch=16   LlamavsLlama   seed=51399 attempts=1 16.3s save_slot_5835 
  [399/475] ok batch=17 GPT-5.4vsGPT-5.4 seed=51400 attempts=1 16.3s save_slot_5836 
  [400/475] ok batch=16   LlamavsPro     seed=51398 attempts=1 24.5s save_slot_5834 
  [401/475] ok batch=17 GPT-5.4vsPro     seed=51403 attempts=1 10.3s save_slot_5839 
  [402/475] ok batch=17 GPT-5.4vsGrok    seed=51401 attempts=1 24.4s save_slot_5837 
  [403/475] ok batch=17 GPT-5.4vsLlama   seed=51404 attempts=1 12.2s save_slot_5840 
  [404/475] ok batch=16   LlamavsOpus    seed=51397 attempts=1 30.5s save_slot_5833 
  [405/475] ok batch=17    GrokvsGrok    seed=51406 attempts=1 6.2s save_slot_5842 
  [406/475] ok batch=17    GrokvsPro     seed=51408 attempts=1 8.2s save_slot_5844 
  [407/475] ok batch=17    GrokvsLlama   seed=51409 attempts=1 8.2s save_slot_5845 
  [408/475] ok batch=17 GPT-5.4vsOpus    seed=51402 attempts=1 30.3s save_slot_5838 
  [409/475] ok batch=17    OpusvsGrok    seed=51411 attempts=1 6.2s save_slot_5847 
  [410/475] ok batch=17    GrokvsGPT-5.4 seed=51405 attempts=1 26.4s save_slot_5841 
  [411/475] ok batch=17    GrokvsOpus    seed=51407 attempts=1 26.5s save_slot_5843 
  [412/475] ok batch=17     ProvsGrok    seed=51416 attempts=1 6.2s save_slot_5852 
  [413/475] ok batch=17    OpusvsGPT-5.4 seed=51410 attempts=1 30.5s save_slot_5846 
  [414/475] ok batch=17     ProvsGPT-5.4 seed=51415 attempts=1 20.4s save_slot_5851 
  [415/475] ok batch=17    OpusvsPro     seed=51413 attempts=1 34.5s save_slot_5849 
  [416/475] ok batch=17    OpusvsLlama   seed=51414 attempts=1 34.6s save_slot_5850 
  [417/475] ok batch=17    OpusvsOpus    seed=51412 attempts=1 40.7s save_slot_5848 
  [418/475] ok batch=17     ProvsLlama   seed=51419 attempts=1 14.4s save_slot_5855 
  [419/475] ok batch=17     ProvsPro     seed=51418 attempts=1 24.5s save_slot_5854 
  [420/475] ok batch=17     ProvsOpus    seed=51417 attempts=1 34.5s save_slot_5853 
  [421/475] ok batch=17   LlamavsGrok    seed=51421 attempts=1 22.4s save_slot_5857 
  [422/475] ok batch=17   LlamavsGPT-5.4 seed=51420 attempts=1 32.5s save_slot_5856 
  [423/475] ok batch=17   LlamavsLlama   seed=51424 attempts=1 18.4s save_slot_5860 
  [424/475] ok batch=18 GPT-5.4vsGrok    seed=51426 attempts=1 6.2s save_slot_5862 
  [425/475] ok batch=17   LlamavsPro     seed=51423 attempts=1 22.4s save_slot_5859 
  [426/475] ok batch=17   LlamavsOpus    seed=51422 attempts=1 30.5s save_slot_5858 
  [427/475] ok batch=18 GPT-5.4vsGPT-5.4 seed=51425 attempts=1 16.4s save_slot_5861 
  [428/475] ok batch=18 GPT-5.4vsLlama   seed=51429 attempts=1 22.4s save_slot_5865 
  [429/475] ok batch=18 GPT-5.4vsPro     seed=51428 attempts=1 26.5s save_slot_5864 
  [430/475] ok batch=18    GrokvsOpus    seed=51432 attempts=1 24.4s save_slot_5868 
  [431/475] ok batch=18    GrokvsGPT-5.4 seed=51430 attempts=1 28.5s save_slot_5866 
  [432/475] ok batch=18    OpusvsGrok    seed=51436 attempts=1 6.2s save_slot_5872 
  [433/475] ok batch=18 GPT-5.4vsOpus    seed=51427 attempts=1 38.6s save_slot_5863 
  [434/475] ok batch=18    GrokvsLlama   seed=51434 attempts=1 14.3s save_slot_5870 
  [435/475] ok batch=18    GrokvsGrok    seed=51431 attempts=1 44.6s save_slot_5867 
  [436/475] ok batch=18    OpusvsGPT-5.4 seed=51435 attempts=1 28.5s save_slot_5871 
  [437/475] ok batch=18    GrokvsPro     seed=51433 attempts=1 34.5s save_slot_5869 
  [438/475] ok batch=18    OpusvsPro     seed=51438 attempts=1 20.4s save_slot_5874 
  [439/475] ok batch=18     ProvsGPT-5.4 seed=51440 attempts=1 16.3s save_slot_5876 
  [440/475] ok batch=18     ProvsPro     seed=51443 attempts=1 18.5s save_slot_5879 
  [441/475] ok batch=18    OpusvsLlama   seed=51439 attempts=1 38.6s save_slot_5875 
  [442/475] ok batch=18    OpusvsOpus    seed=51437 attempts=1 48.7s save_slot_5873 
  [443/475] ok batch=18     ProvsOpus    seed=51442 attempts=1 32.5s save_slot_5878 
  [444/475] ok batch=18   LlamavsGPT-5.4 seed=51445 attempts=1 14.4s save_slot_5881 
  [445/475] ok batch=18     ProvsGrok    seed=51441 attempts=1 34.5s save_slot_5877 
  [446/475] ok batch=18     ProvsLlama   seed=51444 attempts=1 28.5s save_slot_5880 
  [447/475] ok batch=19 GPT-5.4vsGrok    seed=51451 attempts=1 6.2s save_slot_5887 
  [448/475] ok batch=19 GPT-5.4vsGPT-5.4 seed=51450 attempts=1 8.3s save_slot_5886 
  [449/475] ok batch=18   LlamavsPro     seed=51448 attempts=1 12.3s save_slot_5884 
  [450/475] ok batch=18   LlamavsGrok    seed=51446 attempts=1 28.3s save_slot_5882 
  [451/475] ok batch=18   LlamavsLlama   seed=51449 attempts=1 22.3s save_slot_5885 
  [452/475] ok batch=19 GPT-5.4vsLlama   seed=51454 attempts=1 18.3s save_slot_5890 
  [453/475] ok batch=18   LlamavsOpus    seed=51447 attempts=1 38.5s save_slot_5883 
  [454/475] ok batch=19 GPT-5.4vsOpus    seed=51452 attempts=1 30.5s save_slot_5888 
  [455/475] ok batch=19    GrokvsPro     seed=51458 attempts=1 8.3s save_slot_5894 
  [456/475] ok batch=19 GPT-5.4vsPro     seed=51453 attempts=1 32.6s save_slot_5889 
  [457/475] ok batch=19    GrokvsGPT-5.4 seed=51455 attempts=1 28.4s save_slot_5891 
  [458/475] ok batch=19    OpusvsGrok    seed=51461 attempts=1 20.4s save_slot_5897 
  [459/475] ok batch=19    GrokvsLlama   seed=51459 attempts=1 24.5s save_slot_5895 
  [460/475] ok batch=19    GrokvsGrok    seed=51456 attempts=1 40.6s save_slot_5892 
  [461/475] ok batch=19    GrokvsOpus    seed=51457 attempts=1 42.7s save_slot_5893 
  [462/475] ok batch=19    OpusvsGPT-5.4 seed=51460 attempts=1 38.7s save_slot_5896 
  [463/475] ok batch=19    OpusvsLlama   seed=51464 attempts=1 24.5s save_slot_5900 
  [464/475] ok batch=19    OpusvsOpus    seed=51462 attempts=1 48.7s save_slot_5898 
  [465/475] ok batch=19    OpusvsPro     seed=51463 attempts=1 40.6s save_slot_5899 
  [466/475] ok batch=19     ProvsGPT-5.4 seed=51465 attempts=1 46.7s save_slot_5901 
  [467/475] ok batch=19     ProvsGrok    seed=51466 attempts=1 38.6s save_slot_5902 
  [468/475] ok batch=19     ProvsLlama   seed=51469 attempts=1 26.5s save_slot_5905 
  [469/475] ok batch=19     ProvsOpus    seed=51467 attempts=1 44.6s save_slot_5903 
  [470/475] ok batch=19     ProvsPro     seed=51468 attempts=1 40.6s save_slot_5904 
  [471/475] ok batch=19   LlamavsGPT-5.4 seed=51470 attempts=1 34.6s save_slot_5906 
  [472/475] ok batch=19   LlamavsGrok    seed=51471 attempts=1 28.5s save_slot_5907 
  [473/475] ok batch=19   LlamavsLlama   seed=51474 attempts=1 22.5s save_slot_5910 
  [474/475] ok batch=19   LlamavsOpus    seed=51472 attempts=1 36.5s save_slot_5908 
  [475/475] ok batch=19   LlamavsPro     seed=51473 attempts=1 30.6s save_slot_5909 

Done in 2326s. Successful: 475/475
