Pairings per batch: 25 (5 LLMs × incl self)
Folder 'Negotiation v5 RandomOpener' = folder_106
Total episodes: 475 (19 batches × 25 pairings)
  [288/475] ok batch=12     ProvsGPT-5.4 seed=81290 attempts=1 18.3s save_slot_6321 
  [289/475] ok batch=12    OpusvsOpus    seed=81287 attempts=1 40.8s save_slot_6318 
  [290/475] ok batch=12    OpusvsLlama   seed=81289 attempts=1 38.6s save_slot_6320 
  [291/475] ok batch=12    OpusvsPro     seed=81288 attempts=1 40.7s save_slot_6319 
  [292/475] ok batch=12   LlamavsGPT-5.4 seed=81295 attempts=1 10.3s save_slot_6326 
  [293/475] ok batch=12     ProvsPro     seed=81293 attempts=1 26.4s save_slot_6324 
  [294/475] ok batch=12     ProvsGrok    seed=81291 attempts=1 42.7s save_slot_6322 
  [295/475] ok batch=12     ProvsOpus    seed=81292 attempts=1 32.5s save_slot_6323 
  [296/475] ok batch=12     ProvsLlama   seed=81294 attempts=1 24.6s save_slot_6325 
  [297/475] ok batch=12   LlamavsLlama   seed=81299 attempts=1 16.5s save_slot_6330 
  [298/475] ok batch=12   LlamavsGrok    seed=81296 attempts=1 32.7s save_slot_6327 
  [299/475] ok batch=13 GPT-5.4vsGPT-5.4 seed=81300 attempts=1 20.4s save_slot_6331 
  [300/475] ok batch=12   LlamavsOpus    seed=81297 attempts=1 34.6s save_slot_6328 
  [301/475] ok batch=13 GPT-5.4vsPro     seed=81303 attempts=1 12.4s save_slot_6334 
  [302/475] ok batch=13 GPT-5.4vsGrok    seed=81301 attempts=1 28.6s save_slot_6332 
  [303/475] ok batch=13 GPT-5.4vsLlama   seed=81304 attempts=1 16.4s save_slot_6335 
  [304/475] ok batch=12   LlamavsPro     seed=81298 attempts=1 46.8s save_slot_6329 
  [305/475] ok batch=13 GPT-5.4vsOpus    seed=81302 attempts=1 32.7s save_slot_6333 
  [306/475] ok batch=13    GrokvsGPT-5.4 seed=81305 attempts=1 38.7s save_slot_6336 
  [307/475] ok batch=13    GrokvsLlama   seed=81309 attempts=1 28.5s save_slot_6340 
  [308/475] ok batch=13    GrokvsGrok    seed=81306 attempts=1 40.8s save_slot_6337 
  [309/475] ok batch=13    OpusvsGPT-5.4 seed=81310 attempts=1 24.5s save_slot_6341 
  [310/475] ok batch=13    GrokvsPro     seed=81308 attempts=1 42.6s save_slot_6339 
  [311/475] ok batch=13    GrokvsOpus    seed=81307 attempts=1 44.8s save_slot_6338 
  [312/475] ok batch=13    OpusvsGrok    seed=81311 attempts=1 34.7s save_slot_6342 
  [313/475] ok batch=13    OpusvsLlama   seed=81314 attempts=1 30.6s save_slot_6345 
  [314/475] ok batch=13    OpusvsPro     seed=81313 attempts=1 48.8s save_slot_6344 
  [315/475] ok batch=13     ProvsGPT-5.4 seed=81315 attempts=1 42.7s save_slot_6346 
  [316/475] ok batch=13    OpusvsOpus    seed=81312 attempts=1 53.0s save_slot_6343 
  [317/475] ok batch=13     ProvsGrok    seed=81316 attempts=1 44.7s save_slot_6347 
  [318/475] ok batch=13   LlamavsGPT-5.4 seed=81320 attempts=1 16.3s save_slot_6351 
  [319/475] ok batch=13     ProvsPro     seed=81318 attempts=1 36.7s save_slot_6349 
  [320/475] ok batch=13     ProvsLlama   seed=81319 attempts=1 20.5s save_slot_6350 
  [321/475] ok batch=13     ProvsOpus    seed=81317 attempts=1 44.8s save_slot_6348 
  [322/475] ok batch=13   LlamavsGrok    seed=81321 attempts=1 28.5s save_slot_6352 
  [323/475] ok batch=13   LlamavsLlama   seed=81324 attempts=1 16.4s save_slot_6355 
  [324/475] ok batch=13   LlamavsOpus    seed=81322 attempts=1 32.5s save_slot_6353 
  [325/475] ok batch=14 GPT-5.4vsGPT-5.4 seed=81325 attempts=1 18.5s save_slot_6356 
  [326/475] ok batch=14 GPT-5.4vsPro     seed=81328 attempts=1 12.4s save_slot_6359 
  [327/475] ok batch=14 GPT-5.4vsLlama   seed=81329 attempts=1 12.3s save_slot_6360 
  [328/475] ok batch=14 GPT-5.4vsGrok    seed=81326 attempts=1 32.6s save_slot_6357 
  [329/475] ok batch=13   LlamavsPro     seed=81323 attempts=1 44.7s save_slot_6354 
  [330/475] ok batch=14 GPT-5.4vsOpus    seed=81327 attempts=1 44.7s save_slot_6358 
  [331/475] ok batch=14    GrokvsGPT-5.4 seed=81330 attempts=1 42.6s save_slot_6361 
  [332/475] ok batch=14    GrokvsLlama   seed=81334 attempts=1 26.6s save_slot_6365 
  [333/475] ok batch=14    GrokvsGrok    seed=81331 attempts=1 42.7s save_slot_6362 
  [334/475] ok batch=14    GrokvsPro     seed=81333 attempts=1 38.8s save_slot_6364 
  [335/475] ok batch=14    GrokvsOpus    seed=81332 attempts=1 54.7s save_slot_6363 
  [336/475] ok batch=14    OpusvsGPT-5.4 seed=81335 attempts=1 28.5s save_slot_6366 
  [337/475] ok batch=14    OpusvsPro     seed=81338 attempts=1 22.4s save_slot_6369 
  [338/475] ok batch=14    OpusvsGrok    seed=81336 attempts=1 34.6s save_slot_6367 
  [339/475] ok batch=14    OpusvsOpus    seed=81337 attempts=1 28.5s save_slot_6368 
  [340/475] ok batch=14     ProvsGPT-5.4 seed=81340 attempts=1 18.3s save_slot_6371 
  [341/475] ok batch=14     ProvsOpus    seed=81342 attempts=1 16.4s save_slot_6373 
  [342/475] ok batch=14     ProvsPro     seed=81343 attempts=1 14.4s save_slot_6374 
  [343/475] ok batch=14    OpusvsLlama   seed=81339 attempts=1 34.6s save_slot_6370 
  [344/475] ok batch=14   LlamavsGPT-5.4 seed=81345 attempts=1 12.3s save_slot_6376 
  [345/475] ok batch=14     ProvsLlama   seed=81344 attempts=1 18.5s save_slot_6375 
  [346/475] ok batch=14   LlamavsOpus    seed=81347 attempts=1 22.4s save_slot_6378 
  [347/475] ok batch=15 GPT-5.4vsGPT-5.4 seed=81350 attempts=1 16.4s save_slot_6381 
  [348/475] ok batch=14   LlamavsLlama   seed=81349 attempts=1 18.4s save_slot_6380 
  [349/475] ok batch=14   LlamavsPro     seed=81348 attempts=1 26.6s save_slot_6379 
  [350/475] ok batch=14   LlamavsGrok    seed=81346 attempts=1 34.6s save_slot_6377 
  [351/475] ok batch=14     ProvsGrok    seed=81341 attempts=1 61.0s save_slot_6372 
  [352/475] ok batch=15 GPT-5.4vsGrok    seed=81351 attempts=1 20.5s save_slot_6382 
  [353/475] ok batch=15 GPT-5.4vsLlama   seed=81354 attempts=1 14.3s save_slot_6385 
  [354/475] ok batch=15 GPT-5.4vsPro     seed=81353 attempts=1 20.4s save_slot_6384 
  [355/475] ok batch=15 GPT-5.4vsOpus    seed=81352 attempts=1 35.4s save_slot_6383 
  [356/475] ok batch=15    GrokvsGPT-5.4 seed=81355 attempts=1 28.8s save_slot_6386 
  [357/475] ok batch=15    GrokvsLlama   seed=81359 attempts=1 31.2s save_slot_6390 
  [358/475] ok batch=15    GrokvsGrok    seed=81356 attempts=1 40.7s save_slot_6387 
  [359/475] ok batch=15    GrokvsPro     seed=81358 attempts=1 36.6s save_slot_6389 
  [360/475] ok batch=15    OpusvsGPT-5.4 seed=81360 attempts=1 22.5s save_slot_6391 
  [361/475] ok batch=15     ProvsGPT-5.4 seed=81365 attempts=1 10.3s save_slot_6396 
  [362/475] ok batch=15    GrokvsOpus    seed=81357 attempts=1 50.8s save_slot_6388 
  [363/475] ok batch=15    OpusvsGrok    seed=81361 attempts=1 38.7s save_slot_6392 
  [364/475] ok batch=15    OpusvsLlama   seed=81364 attempts=1 30.5s save_slot_6395 
  [365/475] ok batch=15     ProvsGrok    seed=81366 attempts=1 24.5s save_slot_6397 
  [366/475] ok batch=15    OpusvsOpus    seed=81362 attempts=1 44.8s save_slot_6393 
  [367/475] ok batch=15    OpusvsPro     seed=81363 attempts=1 42.8s save_slot_6394 
  [368/475] ok batch=15     ProvsOpus    seed=81367 attempts=1 30.6s save_slot_6398 
  [369/475] ok batch=15   LlamavsGPT-5.4 seed=81370 attempts=1 10.2s save_slot_6401 
  [370/475] ok batch=15     ProvsLlama   seed=81369 attempts=1 16.3s save_slot_6400 
  [371/475] ok batch=15     ProvsPro     seed=81368 attempts=1 28.7s save_slot_6399 
  [372/475] ok batch=16 GPT-5.4vsGPT-5.4 seed=81375 attempts=1 16.4s save_slot_6406 
  [373/475] ok batch=15   LlamavsLlama   seed=81374 attempts=1 20.5s save_slot_6405 
  [374/475] ok batch=15   LlamavsOpus    seed=81372 attempts=1 30.7s save_slot_6403 
  [375/475] ok batch=15   LlamavsPro     seed=81373 attempts=1 26.5s save_slot_6404 
  [376/475] ok batch=15   LlamavsGrok    seed=81371 attempts=1 32.6s save_slot_6402 
  [377/475] ok batch=16 GPT-5.4vsGrok    seed=81376 attempts=1 38.6s save_slot_6407 
  [378/475] ok batch=16 GPT-5.4vsPro     seed=81378 attempts=1 22.5s save_slot_6409 
  [379/475] ok batch=16 GPT-5.4vsLlama   seed=81379 attempts=1 20.4s save_slot_6410 
  [380/475] ok batch=16 GPT-5.4vsOpus    seed=81377 attempts=1 34.7s save_slot_6408 
  [381/475] ok batch=16    GrokvsGrok    seed=81381 attempts=1 40.6s save_slot_6412 
  [382/475] ok batch=16    GrokvsGPT-5.4 seed=81380 attempts=1 46.9s save_slot_6411 
  [383/475] ok batch=16    GrokvsLlama   seed=81384 attempts=1 32.6s save_slot_6415 
  [384/475] ok batch=16    GrokvsOpus    seed=81382 attempts=1 40.8s save_slot_6413 
  [385/475] ok batch=16    OpusvsGPT-5.4 seed=81385 attempts=1 34.6s save_slot_6416 
  [386/475] ok batch=16    GrokvsPro     seed=81383 attempts=1 48.8s save_slot_6414 
  [387/475] ok batch=16     ProvsGPT-5.4 seed=81390 attempts=1 20.5s save_slot_6421 
  [388/475] ok batch=16    OpusvsGrok    seed=81386 attempts=1 42.7s save_slot_6417 
  [389/475] ok batch=16    OpusvsOpus    seed=81387 attempts=1 40.8s save_slot_6418 
  [390/475] ok batch=16    OpusvsPro     seed=81388 attempts=1 40.7s save_slot_6419 
  [391/475] ok batch=16    OpusvsLlama   seed=81389 attempts=1 34.6s save_slot_6420 
  [392/475] ok batch=16   LlamavsGPT-5.4 seed=81395 attempts=1 12.4s save_slot_6426 
  [393/475] ok batch=16     ProvsGrok    seed=81391 attempts=1 40.9s save_slot_6422 
  [394/475] ok batch=16     ProvsLlama   seed=81394 attempts=1 22.5s save_slot_6425 
  [395/475] ok batch=16     ProvsPro     seed=81393 attempts=1 36.7s save_slot_6424 
  [396/475] ok batch=16     ProvsOpus    seed=81392 attempts=1 40.6s save_slot_6423 
  [397/475] ok batch=16   LlamavsLlama   seed=81399 attempts=1 20.4s save_slot_6430 
  [398/475] ok batch=16   LlamavsPro     seed=81398 attempts=1 24.5s save_slot_6429 
  [399/475] ok batch=16   LlamavsOpus    seed=81397 attempts=1 28.8s save_slot_6428 
  [400/475] ok batch=16   LlamavsGrok    seed=81396 attempts=1 42.6s save_slot_6427 
  [401/475] ok batch=17 GPT-5.4vsGPT-5.4 seed=81400 attempts=1 16.4s save_slot_6431 
  [402/475] ok batch=17 GPT-5.4vsPro     seed=81403 attempts=1 12.3s save_slot_6434 
  [403/475] ok batch=17 GPT-5.4vsLlama   seed=81404 attempts=1 16.5s save_slot_6435 
  [404/475] ok batch=17 GPT-5.4vsOpus    seed=81402 attempts=1 22.7s save_slot_6433 
  [405/475] ok batch=17 GPT-5.4vsGrok    seed=81401 attempts=1 38.8s save_slot_6432 
  [406/475] ok batch=17    GrokvsGrok    seed=81406 attempts=1 24.4s save_slot_6437 
  [407/475] ok batch=17    GrokvsGPT-5.4 seed=81405 attempts=1 40.6s save_slot_6436 
  [408/475] ok batch=17    GrokvsLlama   seed=81409 attempts=1 30.6s save_slot_6440 
  [409/475] ok batch=17    OpusvsGPT-5.4 seed=81410 attempts=1 28.6s save_slot_6441 
  [410/475] ok batch=17    GrokvsPro     seed=81408 attempts=1 38.8s save_slot_6439 
  [411/475] ok batch=17    GrokvsOpus    seed=81407 attempts=1 54.7s save_slot_6438 
  [412/475] ok batch=17    OpusvsGrok    seed=81411 attempts=1 48.7s save_slot_6442 
  [413/475] ok batch=17    OpusvsPro     seed=81413 attempts=1 28.6s save_slot_6444 
  [414/475] ok batch=17     ProvsGPT-5.4 seed=81415 attempts=1 22.6s save_slot_6446 
  [415/475] ok batch=17    OpusvsLlama   seed=81414 attempts=1 34.6s save_slot_6445 
  [416/475] ok batch=17     ProvsLlama   seed=81419 attempts=1 12.3s save_slot_6450 
  [417/475] ok batch=17    OpusvsOpus    seed=81412 attempts=1 48.6s save_slot_6443 
  [418/475] ok batch=17   LlamavsGPT-5.4 seed=81420 attempts=1 10.3s save_slot_6451 
  [419/475] ok batch=17     ProvsOpus    seed=81417 attempts=1 30.4s save_slot_6448 
  [420/475] ok batch=17     ProvsPro     seed=81418 attempts=1 30.6s save_slot_6449 
  [421/475] ok batch=17   LlamavsOpus    seed=81422 attempts=1 20.4s save_slot_6453 
  [422/475] ok batch=18 GPT-5.4vsGPT-5.4 seed=81425 attempts=1 10.3s save_slot_6456 
  [423/475] ok batch=17     ProvsGrok    seed=81416 attempts=1 56.7s save_slot_6447 
  [424/475] ok batch=17   LlamavsLlama   seed=81424 attempts=1 18.5s save_slot_6455 
  [425/475] ok batch=17   LlamavsPro     seed=81423 attempts=1 26.5s save_slot_6454 
  [426/475] ok batch=17   LlamavsGrok    seed=81421 attempts=1 40.7s save_slot_6452 
  [427/475] ok batch=18 GPT-5.4vsOpus    seed=81427 attempts=1 18.4s save_slot_6458 
  [428/475] ok batch=18 GPT-5.4vsLlama   seed=81429 attempts=1 14.5s save_slot_6460 
  [429/475] ok batch=18    GrokvsGPT-5.4 seed=81430 attempts=1 14.3s save_slot_6461 
  [430/475] ok batch=18 GPT-5.4vsGrok    seed=81426 attempts=1 36.7s save_slot_6457 
  [431/475] ok batch=18 GPT-5.4vsPro     seed=81428 attempts=1 26.5s save_slot_6459 
  [432/475] ok batch=18    OpusvsGPT-5.4 seed=81435 attempts=1 24.5s save_slot_6466 
  [433/475] ok batch=18    GrokvsPro     seed=81433 attempts=1 40.8s save_slot_6464 
  [434/475] ok batch=18    GrokvsGrok    seed=81431 attempts=1 50.7s save_slot_6462 
  [435/475] ok batch=18    GrokvsLlama   seed=81434 attempts=1 42.8s save_slot_6465 
  [436/475] ok batch=18    GrokvsOpus    seed=81432 attempts=1 56.9s save_slot_6463 
  [437/475] ok batch=18    OpusvsGrok    seed=81436 attempts=1 50.7s save_slot_6467 
  [438/475] ok batch=18    OpusvsPro     seed=81438 attempts=1 18.4s save_slot_6469 
  [439/475] ok batch=18    OpusvsLlama   seed=81439 attempts=1 24.6s save_slot_6470 
  [440/475] ok batch=18     ProvsGPT-5.4 seed=81440 attempts=1 24.5s save_slot_6471 
  [441/475] ok batch=18    OpusvsOpus    seed=81437 attempts=1 48.8s save_slot_6468 
  [442/475] ok batch=18   LlamavsGPT-5.4 seed=81445 attempts=1 14.4s save_slot_6476 
  [443/475] ok batch=18     ProvsPro     seed=81443 attempts=1 28.5s save_slot_6474 
  [444/475] ok batch=18     ProvsLlama   seed=81444 attempts=1 22.5s save_slot_6475 
  [445/475] ok batch=18     ProvsOpus    seed=81442 attempts=1 40.7s save_slot_6473 
  [446/475] ok batch=18     ProvsGrok    seed=81441 attempts=1 46.9s save_slot_6472 
  [447/475] ok batch=18   LlamavsGrok    seed=81446 attempts=1 26.5s save_slot_6477 
  [448/475] ok batch=18   LlamavsLlama   seed=81449 attempts=1 20.5s save_slot_6480 
  [449/475] ok batch=18   LlamavsPro     seed=81448 attempts=1 26.6s save_slot_6479 
  [450/475] ok batch=19 GPT-5.4vsGPT-5.4 seed=81450 attempts=1 16.3s save_slot_6481 
  [451/475] ok batch=18   LlamavsOpus    seed=81447 attempts=1 42.7s save_slot_6478 
  [452/475] ok batch=19 GPT-5.4vsPro     seed=81453 attempts=1 20.6s save_slot_6484 
  [453/475] ok batch=19 GPT-5.4vsLlama   seed=81454 attempts=1 18.3s save_slot_6485 
  [454/475] ok batch=19 GPT-5.4vsGrok    seed=81451 attempts=1 32.6s save_slot_6482 
  [455/475] ok batch=19 GPT-5.4vsOpus    seed=81452 attempts=1 40.7s save_slot_6483 
  [456/475] ok batch=19    GrokvsGPT-5.4 seed=81455 attempts=1 36.7s save_slot_6486 
  [457/475] ok batch=19    GrokvsGrok    seed=81456 attempts=1 38.5s save_slot_6487 
  [458/475] ok batch=19    GrokvsOpus    seed=81457 attempts=1 36.7s save_slot_6488 
  [459/475] ok batch=19    GrokvsLlama   seed=81459 attempts=1 40.7s save_slot_6490 
  [460/475] ok batch=19    GrokvsPro     seed=81458 attempts=1 42.7s save_slot_6489 
  [461/475] ok batch=19    OpusvsGPT-5.4 seed=81460 attempts=1 28.5s save_slot_6491 
  [462/475] ok batch=19     ProvsGPT-5.4 seed=81465 attempts=1 20.4s save_slot_6496 
  [463/475] ok batch=19    OpusvsGrok    seed=81461 attempts=1 44.8s save_slot_6492 
  [464/475] ok batch=19    OpusvsOpus    seed=81462 attempts=1 40.8s save_slot_6493 
  [465/475] ok batch=19    OpusvsLlama   seed=81464 attempts=1 32.6s save_slot_6495 
  [466/475] ok batch=19     ProvsGrok    seed=81466 attempts=1 34.7s save_slot_6497 
  [467/475] ok batch=19    OpusvsPro     seed=81463 attempts=1 44.8s save_slot_6494 
  [468/475] ok batch=19   LlamavsGPT-5.4 seed=81470 attempts=1 18.5s save_slot_6501 
  [469/475] ok batch=19     ProvsPro     seed=81468 attempts=1 30.5s save_slot_6499 
  [470/475] ok batch=19     ProvsLlama   seed=81469 attempts=1 24.4s save_slot_6500 
  [471/475] ok batch=19     ProvsOpus    seed=81467 attempts=1 36.7s save_slot_6498 
  [472/475] ok batch=19   LlamavsOpus    seed=81472 attempts=1 22.5s save_slot_6503 
  [473/475] ok batch=19   LlamavsGrok    seed=81471 attempts=1 34.6s save_slot_6502 
  [474/475] ok batch=19   LlamavsLlama   seed=81474 attempts=1 18.5s save_slot_6505 
  [475/475] ok batch=19   LlamavsPro     seed=81473 attempts=1 24.7s save_slot_6504 

Done in 2365s. Successful: 475/475
