Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 2379.167

painting_1 | status=sold | winner=Mimic-GPT-5.4 | winning_bid=1350
  turn 1: Mimic-Pro RAISE to 150 (before=0, leader_after=bidder_1)
  turn 37: Math-T2 RAISE to 3000 (before=2900, leader_after=bidder_3)
  turn 38: Mimic-GPT-5.4 RAISE to 3250 (before=3000, leader_after=bidder_5)
  turn 39: Mimic-Pro RAISE to 3750 (before=3250, leader_after=bidder_1)
  turn 40: Math-T2 RAISE to 4000 (before=3750, leader_after=bidder_3)
  turn 41: Mimic-GPT-5.4 RAISE to 4250 (before=4000, leader_after=bidder_5)
  turn 42: Mimic-Pro RAISE to 4500 (before=4250, leader_after=bidder_1)
  turn 43: Math-T2 RAISE to 4750 (before=4500, leader_after=bidder_3)
  turn 44: Mimic-GPT-5.4 PASS (before=4750, leader_after=bidder_3)
  turn 45: Mimic-Pro RAISE to 5000 (before=4750, leader_after=bidder_1)
  turn 46: Math-T2 RAISE to 5250 (before=5000, leader_after=bidder_3)
  turn 47: Mimic-Pro RAISE to 5500 (before=5250, leader_after=bidder_1)
  turn 48: Math-T2 RAISE to 5750 (before=5500, leader_after=bidder_3)
  turn 49: Mimic-Pro RAISE to 6000 (before=5750, leader_after=bidder_1)
  turn 50: Math-T2 RAISE to 6250 (before=6000, leader_after=bidder_3)
  turn 51: Mimic-Pro PASS (before=6250, leader_after=bidder_3)
